Maximum,Minimum,Mean,Standard Deviation,Root Mean Square,Skewness,Kurtosis,Peak Value,Peak Value Index,Shape Index,Absolute Mean,Sample Variance,Root Amplitude,Impulse Index,Margin Index,labels
131.4,0.2,18.8492,35.26974239794835,39.959468965440465,1.9526570235422271,2.371974219439255,131.4,3.2883319874356496,2.119955699204235,18.8492,1243.9547288176352,3.3657656460342086e-05,6.971118137639794,3904015.1281722514,0
0.5,0.0,0.2628,0.1058232352285095,0.28326665882168345,-1.010289837356305,0.8589051117437108,0.5,1.7651212538738996,1.0778792192605915,0.2628,0.011198557114228456,9.503176311667679e-07,1.9025875190258754,526139.8753447486,1
0.6,0.0,0.3246,0.13345583884507894,0.35091309465450277,-0.6969847937987399,0.3400648712517831,0.6,1.709825051102011,1.0810631381839273,0.3246,0.017810460921843685,1.1864565087653554e-06,1.8484288354898335,505707.5380069085,1
117.8,1.1,19.363000000000003,32.57396471654486,37.866433948815406,1.8973370391734643,2.193328187738797,117.8,3.1109346118842858,1.9556078060639053,19.363000000000003,1061.0631773547093,4.3026638231011265e-05,6.083768011155295,2737838.809705011,0
107.6,0.3,17.200200000000002,31.167092827381595,35.57094010565366,1.8421109894909535,1.9236200649782003,107.6,3.024941136793233,2.068053865981422,17.200200000000002,971.3876753106213,3.1697763433526396e-05,6.2557412123114835,3394561.2669376093,0
127.8,0.4,20.629199999999997,36.087401519878284,41.5362473028077,1.921798441611709,2.2810049630093028,127.8,3.0768306791971836,2.013468641673342,20.629199999999997,1302.3005484569137,4.0491217889922585e-05,6.195102088302019,3156239.961648739,0
135.4,0.4,19.3756,37.96499818008197,42.58957947667481,1.9865972219470134,2.505563637696963,135.4,3.1791814256854782,2.198103773647,19.3756,1441.3410868136273,3.1723454583484924e-05,6.988170688907699,4268135.41519178,0
0.5,0.0,0.262,0.1057277480769682,0.2824889378365107,-1.0063302775060767,0.8419948048926011,0.5,1.7699808135119717,1.0782020528111094,0.262,0.011178356713426853,9.471932153552692e-07,1.9083969465648853,527875.4027101663,1
114.9,0.3,18.843799999999998,32.892478956500184,37.879283784147766,1.8496157046412192,2.001690193710224,114.9,3.0333202880695675,2.0101722467945833,18.843799999999998,1081.9151719038075,3.616490935555039e-05,6.0974962587163954,3177112.898870457,0
140.0,0.2,20.0752,38.91067341966654,43.74958376944859,1.9975706674206788,2.567269126733172,140.0,3.200030444581405,2.1792850765844722,20.0752,1514.0405059719437,3.344522072124142e-05,6.97377859249223,4185949.3518332355,0
0.5,0.0,0.31279999999999997,0.10496759687058466,0.32990907838372685,-0.7231395916502478,0.9701977610118355,0.5,1.5155690848205015,1.0546965421474646,0.31279999999999997,0.011018196392785572,1.1888841840677186e-06,1.5984654731457801,420562.4119662106,1
132.1,0.3,19.088,35.34839960605598,40.1417747490068,1.942283081531063,2.385111679899908,132.1,3.2908360635765974,2.1029848464483862,19.088,1249.5093547094186,3.467225058544784e-05,6.920578373847443,3809963.2348481924,0
117.6,0.3,17.8418,32.79334688560959,37.30392231388008,1.8981108252885777,2.195154045659584,117.6,3.1524835112645317,2.0908160787521486,17.8418,1075.40359995992,3.267978873004611e-05,6.591263213352913,3598554.475717202,0
4.7,0.1,0.6645999999999999,0.3955752767795258,0.7732140712635798,5.776574107967346,51.23465924865239,4.7,6.078523625830167,1.1634277328672584,0.6645999999999999,0.15647979959919844,2.5120098089139624e-06,7.071922961179658,1871011.8023113888,1
133.8,0.1,17.982,32.480650568032736,37.097641434463185,1.902414876450863,2.203877248665467,133.8,3.6066982920294683,2.0630431228152144,17.982,1054.9926613226453,3.316548440462859e-05,7.440774107440775,4034314.661821337,0
