Maximum,Minimum,Mean,Standard Deviation,Root Mean Square,Skewness,Kurtosis,Peak Value,Peak Value Index,Shape Index,Absolute Mean,Sample Variance,Root Amplitude,Impulse Index,Margin Index,labels
124.9,0.3,18.603399999999997,35.58596310316696,40.12374035405971,1.8214235394171778,1.8680195219134443,124.9,3.1128703081481945,2.156796088567666,18.603399999999997,1266.3607699799602,2.8871544719584785e-05,6.7138265048324515,4326058.796406383,0
126.3,0.4,19.372199999999996,36.13279403491431,40.96644700239454,1.8510368964397197,1.9654538935294923,126.3,3.0830108354922166,2.114702873313023,19.372199999999996,1305.5788047695391,3.380078645117911e-05,6.5196518722705745,3736599.4481348563,0
127.7,0.3,18.806799999999996,35.755977592945975,40.36865962600196,1.8342950129277493,1.9488522627379545,127.7,3.163345059833169,2.1464927380522987,18.806799999999996,1278.4899336272547,2.9669178772509352e-05,6.790097198885511,4304129.918092756,0
124.7,0.7,22.1286,34.64174451389439,41.07706537716637,1.768532850764776,1.7799313091953435,124.7,3.0357572736760634,1.856288485361314,22.1286,1200.050462965932,5.0185770708960344e-05,5.6352412714767315,2484768.057527024,0
122.4,0.5,18.4272,35.002204055423064,39.52550670136943,1.844177602552933,1.956898878132991,122.4,3.096734494127541,2.1449545618091426,18.4272,1225.1542887374746,3.0340774812503353e-05,6.6423547798905975,4034175.157239534,0
15.9,2.9,7.1244000000000005,3.0616453066885354,7.753192890674138,0.9721172938912396,0.04553518428337444,15.9,2.0507680157326122,1.0882590661212366,7.1244000000000005,9.373671983967936,2.7308739816573397e-05,2.2317668856324744,582231.1870410971,1
76.0,2.1,15.7294,19.119232352044445,24.74324109731787,1.743571396969293,1.6826270453539927,76.0,3.071545869883565,1.5730568932901363,15.7294,365.545045731463,4.772534888300072e-05,4.8317164036771905,1592445.1424402352,1
125.4,0.5,19.594399999999997,34.70214353858194,39.821737782271626,1.8084133636166284,1.8603532280940813,125.4,3.1490338439179633,2.03230197312863,19.594399999999997,1204.2387661723446,3.6523053689082107e-05,6.399787694443312,3433447.845503839,0
0.5,0.0,0.2628,0.1058232352285095,0.28326665882168345,-1.010289837356305,0.8589051117437108,0.5,1.7651212538738996,1.0778792192605915,0.2628,0.011198557114228456,9.503176311667679e-07,1.9025875190258754,526139.8753447486,1
2.0,0.2,0.8024000000000001,0.2450189964415708,0.8389040469565039,-0.05951212559902582,0.9590080845647129,2.0,2.384062882108968,1.0454935779617445,0.8024000000000001,0.06003430861723448,3.1254927154130437e-06,2.492522432701894,639899.1077909755,1
